PDS,ANZ_S,RTS_E27120.0,RTS_E27120.1,RTS_E27120.3,RTS_E27120.3.MW_A_PR,RTS_E27120.3.MW_M_PR,RTS_E27120.3.MW_A_PW,RTS_E27120.3.MW_M_PW,RTS_E27120.4,RTS_E27120.4.MW_A_PR,RTS_E27120.4.MW_M_PR,RTS_E27120.4.MW_A_PW,RTS_E27120.4.MW_M_PW,RTS_E27120.9,RTS_E27110.0,RTS_E27110.1,RTS_E27110.3,RTS_E27110.3.MW_A_PR,RTS_E27110.3.MW_M_PR,RTS_E27110.3.MW_A_PW,RTS_E27110.3.MW_M_PW,RTS_E27110.4,RTS_E27110.4.MW_A_PR,RTS_E27110.4.MW_M_PR,RTS_E27110.4.MW_A_PW,RTS_E27110.4.MW_M_PW,RTS_E27110.9,RTS_E27100.0,RTS_E27100.1,RTS_E27100.3,RTS_E27100.3.MW_A_PR,RTS_E27100.3.MW_M_PR,RTS_E27100.3.MW_A_PW,RTS_E27100.3.MW_M_PW,RTS_E27100.4,RTS_E27100.4.MW_A_PR,RTS_E27100.4.MW_M_PR,RTS_E27100.4.MW_A_PW,RTS_E27100.4.MW_M_PW,RTS_E27100.9,RTS_E27090.0,RTS_E27090.1,RTS_E27090.3,RTS_E27090.3.MW_A_PR,RTS_E27090.3.MW_M_PR,RTS_E27090.3.MW_A_PW,RTS_E27090.3.MW_M_PW,RTS_E27090.4,RTS_E27090.4.MW_A_PR,RTS_E27090.4.MW_M_PR,RTS_E27090.4.MW_A_PW,RTS_E27090.4.MW_M_PW,RTS_E27090.9,RTS_E27080.0,RTS_E27080.1,RTS_E27080.3,RTS_E27080.3.MW_A_PR,RTS_E27080.3.MW_M_PR,RTS_E27080.3.MW_A_PW,RTS_E27080.3.MW_M_PW,RTS_E27080.4,RTS_E27080.4.MW_A_PR,RTS_E27080.4.MW_M_PR,RTS_E27080.4.MW_A_PW,RTS_E27080.4.MW_M_PW,RTS_E27080.9,RTS_E27070.0,RTS_E27070.1,RTS_E27070.3,RTS_E27070.3.MW_A_PR,RTS_E27070.3.MW_M_PR,RTS_E27070.3.MW_A_PW,RTS_E27070.3.MW_M_PW,RTS_E27070.4,RTS_E27070.4.MW_A_PR,RTS_E27070.4.MW_M_PR,RTS_E27070.4.MW_A_PW,RTS_E27070.4.MW_M_PW,RTS_E27070.9,RTS_E27060.0,RTS_E27060.1,RTS_E27060.3,RTS_E27060.3.MW_A_PR,RTS_E27060.3.MW_M_PR,RTS_E27060.3.MW_A_PW,RTS_E27060.3.MW_M_PW,RTS_E27060.4,RTS_E27060.4.MW_A_PR,RTS_E27060.4.MW_M_PR,RTS_E27060.4.MW_A_PW,RTS_E27060.4.MW_M_PW,RTS_E27060.9,RTS_E27050.0,RTS_E27050.1,RTS_E27050.3,RTS_E27050.3.MW_A_PR,RTS_E27050.3.MW_M_PR,RTS_E27050.3.MW_A_PW,RTS_E27050.3.MW_M_PW,RTS_E27050.4,RTS_E27050.4.MW_A_PR,RTS_E27050.4.MW_M_PR,RTS_E27050.4.MW_A_PW,RTS_E27050.4.MW_M_PW,RTS_E27050.9,RTS_E27040.0,RTS_E27040.1,RTS_E27040.3,RTS_E27040.3.MW_A_PR,RTS_E27040.3.MW_M_PR,RTS_E27040.3.MW_A_PW,RTS_E27040.3.MW_M_PW,RTS_E27040.4,RTS_E27040.4.MW_A_PR,RTS_E27040.4.MW_M_PR,RTS_E27040.4.MW_A_PW,RTS_E27040.4.MW_M_PW,RTS_E27040.9,RTS_E27030.0,RTS_E27030.1,RTS_E27030.3,RTS_E27030.3.MW_A_PR,RTS_E27030.3.MW_M_PR,RTS_E27030.3.MW_A_PW,RTS_E27030.3.MW_M_PW,RTS_E27030.4,RTS_E27030.4.MW_A_PR,RTS_E27030.4.MW_M_PR,RTS_E27030.4.MW_A_PW,RTS_E27030.4.MW_M_PW,RTS_E27030.9,RTS_E27020.0,RTS_E27020.1,RTS_E27020.3,RTS_E27020.3.MW_A_PR,RTS_E27020.3.MW_M_PR,RTS_E27020.3.MW_A_PW,RTS_E27020.3.MW_M_PW,RTS_E27020.4,RTS_E27020.4.MW_A_PR,RTS_E27020.4.MW_M_PR,RTS_E27020.4.MW_A_PW,RTS_E27020.4.MW_M_PW,RTS_E27020.9,RTS_E27010.0,RTS_E27010.1,RTS_E27010.3,RTS_E27010.3.MW_A_PR,RTS_E27010.3.MW_M_PR,RTS_E27010.3.MW_A_PW,RTS_E27010.3.MW_M_PW,RTS_E27010.4,RTS_E27010.4.MW_A_PR,RTS_E27010.4.MW_M_PR,RTS_E27010.4.MW_A_PW,RTS_E27010.4.MW_M_PW,RTS_E27010.9
1957428,846,2,,,,,,,844,"1,003555","15,106635",",319218","4,80371",,1,,8,1,30,",329907","9,897222",837,"3,636798","160,011947","1,151431","50,724858",,579,12,33,3,"170,30303","1,004748","57,041751",222,"4,018018","230,945946","1,258343","72,323173",,338,98,133,"2,62406","157,443609",",752177","45,13059",277,"3,584838","215,090253","1,160444","69,626658",,4,,,,,,,842,"2,80285","185,795724",",882233","58,495757",,4,23,83,"2,301205",130,",74182","42,218009",736,"3,907609","262,044837","1,23264","82,638709",,,1,,,,,,845,"12,057988","373,189349","3,799066","117,443937",,23,27,,,,,,796,"2,871859","172,311558",",913508","54,810465",,779,8,15,"1,2",60,",42",21,44,"4,454545","211,363636","1,306109","62,881702",,2,7,30,"8,433333",253,"2,584259","77,527778",807,"28,092937","842,788104","8,761774","262,853233",,9,5,10,"5,3",318,"1,628148","97,688889",822,"12,423358","744,963504","3,873116","232,233695",,,8,20,"8,5","314,25","2,609479","97,076901",818,"16,97066","604,107579","5,301393","188,736757",
1957429,234,67,,,,,,,167,"1,473054","43,952096",",445985","13,534965",,42,15,4,2,"37,5",",60926","11,310185",173,"4,410405","99,132948","1,329889","30,306883",,200,2,10,3,150,",880553","44,027629",22,4,200,"1,288283","64,414141",,53,15,45,"2,888889","158,666667",",853965","47,278687",121,"3,768595","219,338843","1,193292","69,468721",,141,1,19,1,50,",300263","15,013158",73,"3,630137","181,027397","1,062448","52,999036",,1,127,9,"4,888889","153,333333","1,57644","49,234053",97,"6,092784",365,"1,926159","115,499973",,,3,9,"3,333333","86,666667","1,146502","29,526749",222,"6,738739","226,283784","2,086944","70,271749",,16,6,47,2,90,",697794","31,400709",165,"3,048485","137,181818",",928679","41,790559",,194,22,12,"1,416667",60,",495833",21,6,"6,166667",185,"1,745552","52,366558",,,,4,8,240,"2,8",84,230,"20,573913","624,391304","6,279868","190,582661",,32,,,,,,,202,"29,262376","930,29703","9,060354","287,555259",,,1,,,,,,233,"17,957082","580,214592","5,53852","179,352797",
1957430,154,6,,,,,,,148,"1,236486","34,72973",",414868","11,66371",,,5,1,2,35,",7","12,25",148,"3,175676","114,628378","1,05654","38,24015",,114,10,18,3,150,"1,026235","51,311728",12,4,200,"1,291975","64,598766",,49,2,17,"3,294118","160,588235","1,021405","49,732026",86,"5,232558","249,94186","1,769619","84,364375",,13,,,,,,,141,"3,049645","182,836879","1,018709","61,072871",,,9,17,"2,058824","150,294118",",705217","51,45012",128,"4,039063","355,039063","1,356374","118,946832",,,,6,"6,666667",105,"2,397807","37,717106",148,"13,722973","297,060811","4,589833","99,818702",,4,10,,,,,,140,"3,107143","186,428571","1,042506","62,550376",,26,1,16,"1,0625",60,",373026","21,069079",111,"2,810811","162,432432",",927003","53,689769",,,7,8,"7,125","377,5","2,435417","129,71875",139,"15,316547","788,309353","5,070974","261,289347",,,34,56,"4,660714","149,464286","1,558821","50,150037",64,"10,109375","442,96875","3,314835","145,348639",,1,100,30,"6,466667","354,833333","2,257705","123,923026",23,"15,173913","749,565217","4,908009","242,953216",
1957431,180,14,,,,,,,166,"1,156627","18,253012",",367902","5,818463",,3,,1,2,30,",7","10,5",176,"8,323864","199,232955","2,640476","63,264423",,150,7,1,2,150,",466667",35,22,"3,090909","216,818182",",972408","68,22762",,38,36,35,"4,6","155,142857","1,445573","48,091548",71,"6,704225","249,295775","2,069645","76,323281",,36,3,1,1,45,",35","15,75",140,"2,092857","101,357143",",660522","32,066551",,,,1,10,165,"3,684211","60,789474",179,"15,73743","426,536313","4,951331","135,284256",,,5,3,7,100,"2,208025","31,975309",172,"10,552326","330,755814","3,34721","105,009745",,17,21,,,,,,142,"2,415493","144,929577",",782788","46,967302",,133,8,10,1,60,",348333","20,9",29,7,"349,655172","2,107344","105,590871",,,5,17,"8,705882","397,058824","2,624845","120,115767",158,"15,06962","576,075949","4,669251","178,786585",,23,4,43,"5,27907","158,372093","1,641037","49,231113",110,"8,1",243,"2,542433","76,27299",,7,3,11,9,270,"2,539229","76,176876",159,"16,496855","519,811321","5,235964","164,964356",
1957432,268,,,,,,,,268,"2,802239","69,011194",",964258","23,74074",,,,2,"1,5",30,",525","10,5",266,"4,834586","118,082707","1,655151","40,499119",,186,3,,,,,,79,"3,037975","212,278481","1,043507","72,92175",,6,13,19,"4,368421","161,052632","1,342774","49,885699",230,"5,221739","186,652174","1,796379","64,289766",,17,3,,,,,,248,"2,306452","119,758065",",783704","40,788008",,,17,8,"3,75","137,5","1,255787","46,310185",243,"5,1893","245,987654","1,785132","84,628592",,,,,,,,,268,"14,485075","426,36194","4,97132","146,543376",,4,16,,,,,,248,"2,004032","120,241935",",689783","41,386964",,208,26,9,"2,222222",60,",777778",21,25,"5,6","205,2","1,867158","67,727816",,,,1,6,195,"2,1","68,25",267,22,"794,101124","7,513462","271,356477",,160,5,9,"4,555556","136,666667","1,602632","48,078947",94,"6,851064","205,531915","2,366768","71,003025",,6,5,23,"7,73913","232,173913","2,610952","78,328568",234,"10,239316","307,179487","3,48856","104,656788",
1957433,97,,,,,,,,97,"1,371134","56,134021",",423395","17,363129",,3,19,3,2,40,",7",14,72,"4,861111","226,180556","1,474465","68,203935",,85,3,7,3,180,",972222","58,333333",2,4,240,",956019","57,361111",,2,40,13,5,150,"1,584703","47,541091",42,"8,452381","283,928571","2,43076","81,607016",,21,2,,,,,,74,"5,162162","354,932432","1,472081","101,257606",,4,3,41,"3,097561","132,560976",",999208","42,734118",49,"4,183673","368,163265","1,257816","111,364858",,,,,,,,,97,"6,628866","264,020619","2,066066","81,989164",,19,2,10,2,90,",624037","28,081667",66,"2,924242","152,954545",",907405","47,479792",,4,33,6,"2,166667",85,",712963","28,08642",54,"5,333333","302,12963","1,5769","88,321637",,,,1,8,240,"2,8",84,96,"29,010417","948,697917","8,804252","287,778779",,,5,20,"5,5",207,"1,679299","63,333656",72,"11,791667","503,541667","3,631734","155,273009",,,9,7,"9,285714","407,142857","2,664646","116,94697",81,"16,259259","637,037037","5,036357","198,591247",
1957434,146,13,,,,,,,133,"1,030075","30,902256",",342016","10,260482",,,11,,,,,,135,"3,385185","99,444444","1,131169","33,284734",,84,12,4,3,"172,5","1,079167","61,833333",46,4,"220,869565","1,324662","73,32087",,38,2,15,"3,066667",184,",804776","48,286577",91,"3,813187","228,791209","1,30699","78,419408",,10,63,,,,,,73,"3,438356","172,876712","1,141692","57,285039",,2,22,46,"2,152174","144,130435",",728846","48,72602",76,"3,605263",240,"1,189318","78,944395",,,5,7,"4,428571","100,714286","1,55","35,25",134,"9,052239","266,044776","3,002696","88,107628",,6,3,,,,,,137,2,120,",668318","40,099063",,18,3,31,"2,193548","65,806452",",732229","21,966874",94,"4,606383","198,510638","1,509766","64,918776",,,2,9,"7,555556","236,666667","2,616358","82,37963",135,"22,281481","680,37037","7,262992","221,760502",,8,5,8,5,300,"1,690046","101,402778",125,"7,328","439,68","2,412193","144,731583",,2,4,6,"7,166667",215,"2,508333","75,25",134,"16,365672","527,238806","5,336792","172,190249",
1957435,215,12,,,,,,,203,"2,073892","64,433498",",666752","20,687126",,19,7,1,2,30,",7","10,5",188,"2,670213","78,670213",",852393","25,176916",,163,24,11,3,180,"1,019192","61,151515",17,"4,294118","257,647059","1,316122","78,96732",,54,23,36,"2,388889","143,333333",",739784","44,387015",102,"4,068627","244,117647","1,306456","78,387331",,6,1,,,,,,208,"3,576923","202,067308","1,136223","64,307488",,53,150,7,"3,142857","128,571429",",931482",38,5,5,366,"1,604815","118,3",,,1,2,5,"97,5","1,75","34,125",212,"11,971698",270,"3,843079","86,548768",,21,51,92,2,"90,163043",",651959","29,395222",51,"3,019608","135,882353",",941987","42,389392",,9,14,31,"1,806452","67,741935",",563362","21,680436",161,"4,080745","222,298137","1,304329","71,238136",,1,32,108,"7,481481","225,277778","2,429379","73,173034",74,"13,635135","414,324324","4,260242","129,210413",,,7,16,"5,3125","159,375","1,711724","51,351727",192,"8,510417","257,1875","2,712998","82,047625",,,,1,8,240,"2,8",84,214,"21,588785","770,46729","6,851178","244,163676",
1957436,672,,,,,,,,672,"1,056548","15,9375",",325665","4,916225",,,14,,,,,,658,"5,224924","169,369301","1,606449","52,230597",,585,7,23,3,180,",96715","58,028986",57,"5,035088","302,105263","1,449718","86,983056",,293,18,142,"4,774648","173,239437","1,325058","48,212479",219,"6,703196","231,506849","1,994251","69,237103",,12,,,,,,,660,"4,421212","293,05303","1,299622","85,118914",,,38,295,"3,00339","134,694915",",933448","41,866087",339,"5,088496","314,778761","1,558743","96,33765",,,,1,3,90,"1,05","31,5",671,"6,611028","323,628912","2,045513","100,006203",,5,12,,,,,,655,"3,522137","211,145038","1,074445","64,419207",,287,77,49,"2,163265","77,755102",",647014","22,733968",259,"6,189189","188,223938","1,86902","56,731266",,,10,36,"7,722222","236,666667","2,415751","73,995663",626,"17,594249","619,313099","5,26987","186,685922",,180,73,138,"5,985507","330,652174","1,711404","94,32889",281,"7,469751","417,758007","2,264166","126,434426",,1,1,10,"8,9",318,"2,632711","95,688793",660,"18,563636","753,257576","5,593787","226,545665",
1957437,443,39,,,,,,,404,"1,923267","43,960396",",597904","13,663083",,,7,3,2,30,",7","10,5",433,3,"91,69746",",932283","28,503021",,320,75,,,,,,48,3,210,",95149","66,604316",,14,127,88,"4,602273","171,818182","1,255197","46,992635",214,"5,280374","198,224299","1,749785","65,168201",,64,2,1,2,45,",7","15,75",376,"1,968085","94,507979",",595785","28,788888",,,6,17,"1,294118","122,352941",",412949","38,950965",420,"2,647619","212,559524",",815157","65,657509",,,,1,6,90,"2,1","31,5",442,"10,391403","294,785068","3,220637","91,124722",,2,24,,,,,,417,"2,095923","125,755396",",651346","39,080741",,361,3,3,1,60,",35",21,76,"8,934211","445,592105","2,630485","130,287619",,,9,78,"8,179487","245,769231","2,451224","73,671337",356,"20,598315","637,162921","6,22814","192,720691",,21,47,22,"5,818182","229,090909","1,700623","68,664351",353,"9,541076","444,645892","2,907423","134,633941",,1,6,4,"9,75",300,"2,397672","73,874592",432,"18,983796","643,541667","5,737768","194,548242",
7710402,174,,,,,,,,174,"1,517241","37,758621",",497666","12,389705",,,1,1,1,30,",35","10,5",172,"2,930233","105,813953",",957125","34,589923",,120,3,3,2,150,",669565","50,217391",48,3,210,",994981","69,648659",,13,3,16,"3,375","170,625",",962504","48,402331",142,"3,366197","190,774648","1,122777","63,60886",,115,6,,,,,,53,"1,811321","100,188679",",564186","31,078385",,,9,78,"4,974359","160,897436","1,65739","53,546118",87,"7,954023","260,689655","2,583401","84,572662",,,4,,,,,,170,"4,488235","277,058824","1,473035","90,891847",,,,,,,,,174,"4,977011","298,62069","1,63465","98,079021",,138,2,1,2,120,",378378","22,702703",33,"2,878788","147,272727",",95164","48,230056",,,,3,8,240,"2,8",84,171,"21,374269","733,596491","6,863961","234,863537",,4,2,7,"5,714286","252,857143","1,722417","76,008772",161,"9,689441","396,428571","3,132233","127,974658",,,,,,,,,174,"26,689655","800,689655","8,59577","257,873099",
7710403,332,24,,,,,,,308,"1,155844","20,665584",",335217","5,932791",,2,,8,1,30,",338657","10,159722",322,"4,177019","145,326087","1,196422","41,747041",,299,9,2,3,150,",808889","40,444445",22,"5,272727","289,090909","1,369792","74,962396",,15,55,142,"6,091549","185,704225","1,635818","49,894895",120,"6,55","230,375","2,031403","70,941553",,190,,,,,,,142,"2,5","148,521127",",694762","41,318553",,1,26,88,"2,25","127,5",",71886","40,698324",217,"4,211982","233,364055","1,172919","64,926359",,1,10,5,"2,2",102,",605409","28,011724",316,"4,117089","206,012658","1,196149","59,911651",,52,40,,,,,,240,"2,520833","151,25",",716365","42,981866",,293,2,7,"2,285714","72,857143",",696296",22,30,"9,533333","259,5","2,591821","69,733097",,,2,21,"9,095238","272,857143","2,734738","82,042149",309,"18,669903","594,660194","5,279434","168,212454",,6,,,,,,,326,"24,395706","1415,981595","6,90379","400,225954",,,9,80,"8,55","265,5","2,58406","80,200773",243,"15,148148","509,135802","4,234725","142,131884",
7710404,46,,,,,,,,46,"1,956522","58,26087",",598781","17,830978",,,,,,,,,46,"7,76087","284,23913","2,364795","86,4878",,35,4,3,2,150,",688889","51,666667",4,"3,25","243,75",",857206","64,290413",,1,1,34,"4,941176","172,941176","1,439568","50,38489",10,"5,4",189,"1,839444","64,380556",,,,,,,,,46,"5,086957","123,913043","1,54621","37,39444",,2,,8,"2,25","123,75",",618782","34,498977",36,"3,055556","182,5",",945592","56,51948",,,,,,,,,46,"20,934783","285,543478","6,49622","86,836921",,,1,,,,,,45,5,300,"1,527681","91,660889",,34,5,6,"2,666667",80,",749537","22,486111",1,3,90,"1,05","31,5",,,3,29,"8,62069","382,586207","2,573013","114,326567",14,"11,285714","445,357143","3,384981","133,784331",,,,,,,,,46,"18,152174","582,065217","5,440123","174,307898",,,,,,,,,46,"31,304348","704,347826","9,399685","211,492906",
7710405,73,1,,,,,,,72,"1,75","40,625",",443542","10,265064",,,,1,1,30,",318182","9,545455",72,"3,444444",130,",86152","32,421532",,38,12,7,3,"154,285714",",786877","40,45494",16,4,210,"1,017455","53,41638",,,1,,,,,,72,"10,958333","425,833333","2,676689","104,773207",,7,15,,,,,,51,"2,215686","91,470588",",550253","22,785295",,,9,5,2,150,",520737","39,055259",59,"3,152542","217,118644",",77337","53,427986",,,,,,,,,73,"10,342466","275,342466","2,588261","68,608163",,,2,,,,,,71,"2,84507","170,704225",",704693","42,281604",,15,31,12,3,90,",79127","23,738099",15,"4,266667",144,"1,1334","37,505812",,,2,2,8,240,"2,346297","70,388889",69,"22,086957","708,695652","5,3721","172,914429",,,,,,,,,73,"20,561644","1103,424658","5,049002","269,878618",,,,,,,,,73,"28,506849","855,205479","6,894852","206,845555",
7710406,42,5,,,,,,,37,1,15,",318925","4,783878",,,,,,,,,42,"7,785714","273,928571","2,466411","86,585981",,36,6,,,,,,,,,,,,,,,,,,,42,12,720,"3,800908","228,054496",,1,1,,,,,,40,"4,275",219,"1,359729","69,664231",,,,6,"2,666667",140,",864567","45,506132",36,4,"219,166667","1,267899","69,274426",,,40,,,,,,2,3,120,"1,05",42,,,,,,,,,42,"3,238095","194,285714","1,026678","61,600668",,,,,,,,,42,"6,142857","368,571429","1,945736","116,74416",,,42,,,,,,,,,,,,,,,,,,,42,"12,571429","377,142857","3,983768","119,513034",,,,,,,,,42,"14,928571","447,857143","4,730896","141,926888",
7710407,289,,,,,,,,289,"3,00692","95,155709",",984374","31,15024",,,,16,2,30,",67508","10,126197",273,"3,637363","92,490842","1,182089","30,068514",,224,18,24,3,150,",996777","49,838857",23,4,200,"1,25442","62,721016",,159,5,5,"2,2",132,",715556","42,933333",120,"5,116667",307,"1,632505","97,950303",,11,,,,,,,278,"1,81295","107,913669",",577234","34,39331",,,3,,,,,,286,"22,052448","671,363636","7,067515","215,184286",,,,,,,,,289,"12,764706","418,010381","4,149023","136,381489",,1,,21,1,90,",332409","29,916836",267,"2,014981","181,348315",",65966","59,369356",,212,7,9,"2,444444","103,333333",",62516","25,933488",61,"3,327869","133,52459","1,054073","42,586108",,,1,1,6,180,"2,1",63,287,"23,707317","716,515679","7,537699","227,754228",,1,2,55,"5,490909","164,727273","1,713716","51,41148",231,"9,761905","292,857143","3,146382","94,391453",,,4,13,"9,846154","238,846154","3,252587","78,791551",272,"21,639706","532,463235","6,912837","170,050705",
7710408,37,3,,,,,,,34,"1,088235","49,411765",",317366","14,405009",,,,,,,,,37,"3,810811","97,702703","1,120184","28,780702",,25,3,5,3,152,",812578","41,167356",4,4,200,"1,01914","50,956989",,,,3,"4,666667",205,"1,2375","54,2875",34,"8,382353","377,205882","2,413056","108,58753",,3,,2,1,50,",296296","14,814815",32,"4,375","203,59375","1,222451","57,131303",,1,,,,,,,36,"6,305556","281,25","1,801989","80,410219",,,,,,,,,37,"19,216216","571,216216","5,657323","167,210294",,,,1,2,90,",777778",35,36,"5,472222","256,25","1,602727","75,156678",,25,6,4,"1,5",90,",410529","24,63172",2,2,120,",56","33,6",,,1,3,10,335,"2,558669","86,596774",33,"15,878788","503,939394","4,647193","148,015646",,,24,12,"4,583333","201,25","1,483921","65,193109",1,11,450,"3,08",126,,,,,,,,,37,"26,864865","965,135135","7,777963","279,488278",
7710409,199,3,,,,,,,196,1,30,",305574","9,167217",,,,2,2,30,",680556","10,208334",197,"3,28934","53,680203",",99742","16,172336",,123,42,9,3,180,",923653","55,419192",25,"4,68","280,8","1,392668","83,560067",,1,8,26,"5,307692","184,615385","1,457256","50,896518",164,"7,707317","260,304878","2,339395","79,240059",,2,1,,,,,,196,"3,418367","199,744898","1,033822","60,469837",,,,6,"3,166667",140,",960403","43,063726",193,"5,709845","354,093264","1,740452","107,576509",,,1,,,,,,198,"8,030303","307,424242","2,456239","94,023054",,1,2,,,,,,196,"2,867347","172,040816",",876888","52,613251",,149,7,5,"2,6",78,",804012","24,120376",38,"5,868421","176,052632","1,828001","54,840019",,,8,42,"8,547619","256,428571","2,566606","76,998171",149,"12,610738","376,979866","3,749481","112,091331",,,,11,"6,181818","201,818182","1,755282","57,202338",188,"9,803191","310,531915","2,94158","93,287548",,,,8,"10,625",435,"2,502598","102,600573",191,"15,534031","630,235602","4,633581","188,565155",
7710410,478,14,,,,,,,464,"1,034483","15,517241",",346699","5,20048",,12,2,,,,,,464,"2,127155","108,609914",",70665","36,135815",,363,7,14,2,150,",643603","48,270202",94,"3,010638","225,797872","1,014709","76,103142",,115,70,79,"2,303797","138,227848",",727255","43,63528",214,"3,775701","226,542056","1,273623","76,417367",,13,,,,,,,465,"3,483871","207,870968","1,148008","68,502067",,,13,18,"3,944444","151,666667","1,371139","52,730224",447,"5,548098","228,456376","1,855994","76,450888",,,,,,,,,478,"20,759414","586,725941","6,915263","195,807633",,9,13,,,,,,456,2,120,",670743","40,244584",,288,85,10,"1,6",69,",553636","23,911364",95,"4,189474","253,210526","1,377461","82,85712",,,16,43,"7,581395","243,837209","2,530256","81,680457",419,"15,217184","492,458234","5,011228","162,166214",,32,24,57,"4,824561","144,736842","1,653611","49,608321",365,"8,465753","253,972603","2,772731","83,181931",,1,1,2,"7,5","322,5","2,386364","102,613636",474,"17,590717","709,651899","5,811425","234,374745",
7710411,69,1,,,,,,,68,"1,455882","37,279412",",484849","12,39124",,,,,,,,,69,"8,202899","328,985507","2,672673","107,521257",,56,3,2,3,180,",928846","55,730769",8,4,240,"1,37906","82,74359",,10,4,7,"3,285714","167,142857","1,051994","53,354701",48,"4,354167","231,875","1,460329","77,686416",,1,,,,,,,68,"1,147059","67,058824",",383598","22,39823",,,,2,3,135,",913889","41,805556",67,"5,044776","282,985075","1,670464","93,535446",,,,,,,,,69,"7,347826","258,695652","2,434368","85,794844",,1,,,,,,,68,2,120,",66578","39,946787",,34,,3,1,60,",35",21,32,"5,5625","287,8125","1,812541","94,715986",,,1,,,,,,68,"17,338235","519,852941","5,62727","168,715151",,1,,7,"5,714286","222,857143","1,682906","66,064103",61,"6,868852","237,04918","2,277827","78,76026",,1,1,7,"10,285714","308,571429","2,78604","83,581197",60,"14,466667",577,"4,896128","195,353316",
7710412,46,4,,,,,,,42,2,30,",552425","8,286375",,,,,,,,,46,"4,152174","122,934783","1,148956","33,727421",,44,,2,3,150,",84",42,,,,,,,,1,6,"7,833333",235,"1,780812","53,424359",39,"13,435897","403,076923","3,705491","111,164726",,,,,,,,,46,"3,608696","193,913043","1,001386","53,87303",,,,,,,,,46,"5,021739","212,282609","1,403603","58,574729",,,,,,,,,46,"18,978261","695,869565","5,264741","191,909153",,,,,,,,,46,"2,108696","126,521739",",582621","34,957234",,5,3,15,"3,066667",91,",831536","24,696087",23,"4,086957","117,391304","1,191594","34,279348",,,3,1,16,550,"2,871795","98,717949",42,"18,166667","518,809524","5,039805","143,777748",,,7,5,"8,4",336,"1,758974","70,358974",34,"11,264706","337,941176","3,087296","92,618869",,,,,,,,,46,"30,282609","1174,347826","8,244458","320,600921",
7710413,223,10,,,,,,,213,"1,840376","55,211268",",504407","15,132198",,,,2,"1,5",30,",470356","9,337945",221,"3,692308","128,687783",",993443","34,589869",,223,,,,,,,,,,,,,6,25,51,"5,352941","195,294118","1,382948","50,712004",141,"8,971631","335,106383","2,430973","90,942231",,103,,,,,,,120,"2,658333","125,75",",701358","33,240429",,1,14,12,2,140,",558311","39,495194",196,"4,515306","319,897959","1,227389","86,894806",,,,2,"6,5","97,5","2,006667","30,1",221,"10,38009","216,447964","2,846415","59,536541",,2,21,,,,,,200,"2,715","162,9",",745619","44,737108",,61,65,32,"2,65625","89,53125",",667886","23,588116",65,"6,569231","209,538462","1,743507","55,91907",,,1,7,"9,571429",315,"2,444505","79,999284",215,"23,860465","744,55814","6,3834","199,255071",,,,2,"5,5",165,"1,788044","53,641305",221,"26,366516","792,217195","7,054706","211,98132",,1,4,6,"10,166667","432,5","2,36887","102,111959",212,"17,481132","784,528302","4,689165","210,687293",
7710414,312,39,,,,,,,273,"1,304029",50,",430362","16,597953",,9,4,4,1,30,",30463","9,138889",295,"2,467797","97,220339",",812815","32,104367",,237,25,24,3,180,"1,058366","63,501978",26,"4,153846","249,230769","1,3278","79,668028",,10,99,54,"3,111111","154,444444","1,034282","51,426007",149,"5,436242","253,187919","1,756667","82,080159",,12,1,,,,,,299,"2,244147","120,501672",",734123","39,487149",,4,14,69,"2,652174","141,086957",",891006","47,521277",225,"5,035556","295,666667","1,647056","96,919248",,,1,5,4,90,"1,284706","28,905882",306,"5,826797","193,627451","1,934258","64,207075",,1,15,12,1,90,",340723","30,665033",284,"2,732394","197,693662",",898443","64,821578",,17,46,199,"1,085427","63,015075",",370557","21,721717",50,"4,1","168,1","1,298696","53,52539",,1,2,1,7,210,"2,45","73,5",308,"27,99026","841,850649","9,076505","272,998032",,53,10,7,5,150,"1,672222","50,166667",242,"11,18595","390,495868","3,717617","129,643703",,1,6,5,"8,2",324,"2,632693","98,979566",300,"20,48","717,1","6,72345","235,868068",
7710415,245,,45,,,,,,200,"2,365","37,275",",659296","10,370149",,,,,,,,,245,"5,216327","118,163265","1,413749","32,021893",,186,3,7,2,150,",50566","37,924515",49,"3,061224","213,673469",",869835","60,718408",,54,50,33,"5,787879","184,545455","1,534638","48,790627",108,"9,212963","330,833333","2,497816","89,650641",,106,,,,,,,139,"3,064748","183,884892",",81335","48,800984",,4,46,79,"2,886076","146,582278",",838633","42,649282",116,"3,844828","311,896552","1,052802","85,472173",,,,7,"3,857143","94,285714","1,172456","28,21413",238,"13,869748","561,113445","3,89399","157,056516",,40,26,29,2,"107,241379",",61852","33,133907",150,"3,546667","193,8",",97495","53,248822",,177,21,11,"1,272727","65,454545",",397088","21,579323",36,3,"173,333333",",825968","47,669202",,5,43,42,"8,833333","280,238095","2,443589","77,44877",155,"19,606452","713,83871","5,288873","192,421206",,,4,2,"4,5",180,"1,462121","58,636364",239,"17,548117","556,317992","4,766622","151,422098",,,10,8,"8,625","397,5","2,475656","113,630897",227,"19,088106","932,048458","5,207595","254,329556",
